id,direct_pass,cot_pass,plan_pass,decompose_pass,expert_pass,reviewer_pass,simple_pass,careful_pass,efficient_pass,tdd_pass,defensive_pass,typed_pass,direct_score,cot_score,plan_score,decompose_score,expert_score,reviewer_score,simple_score,careful_score,efficient_score,tdd_score,defensive_score,typed_score,probe_selected_style,probe_selected_pass,random_selected_pass,oracle_pass
261,False,False,False,False,False,False,True,False,False,False,False,True,-5.374004364013672,-4.037593841552734,-5.316497802734375,-6.964347839355469,-2.5180423259735107,-4.260105133056641,-2.8104805946350098,-4.202579975128174,-3.9161393642425537,-5.6479949951171875,-4.7955732345581055,-3.5070042610168457,expert,False,False,True
262,True,True,False,True,True,True,True,True,True,True,True,True,-0.9700135588645935,1.2651946544647217,-1.668380856513977,-0.6994081139564514,0.4657732844352722,0.7397433519363403,1.400432825088501,1.3219212293624878,0.6245691776275635,-0.97079998254776,0.18362151086330414,1.2428319454193115,simple,True,True,True
263,False,True,False,True,False,True,True,False,False,True,False,True,2.458242654800415,2.5682029724121094,0.5162879824638367,2.6282877922058105,1.3941373825073242,2.1943676471710205,2.2793807983398438,2.7908408641815186,2.2481696605682373,3.029507875442505,0.8773837089538574,1.9795681238174438,tdd,True,False,True
264,True,True,True,True,True,True,True,True,True,True,True,True,-0.4812014698982239,1.5198211669921875,0.41758888959884644,0.648788571357727,-1.3582528829574585,-1.3528993129730225,-0.3687729239463806,1.289630651473999,0.6998013257980347,-0.844881534576416,1.1650680303573608,1.581570029258728,typed,True,True,True
265,True,True,False,False,True,True,True,False,True,False,False,True,-2.6087801456451416,-2.844529628753662,-2.6014626026153564,-0.6587955355644226,-2.9711155891418457,-3.1134440898895264,-2.428548812866211,-1.7489906549453735,-2.662003755569458,-1.030663251876831,-2.6587014198303223,-1.4412944316864014,decompose,False,True,True
266,True,True,True,True,True,True,True,True,True,True,True,True,-3.0231471061706543,-1.2577265501022339,-3.8750646114349365,-2.82932448387146,-3.7095553874969482,-3.411674737930298,-4.093400955200195,-0.9359947443008423,-0.8755327463150024,-2.412156343460083,-1.0141620635986328,-0.5302989482879639,typed,True,True,True
267,True,True,False,False,True,False,False,True,True,True,False,False,2.3347551822662354,2.075596332550049,1.2696938514709473,1.60902738571167,1.51033616065979,1.7918459177017212,2.2909786701202393,1.559036374092102,2.142160177230835,2.2619292736053467,0.7049084901809692,0.6686674356460571,direct,True,False,True
268,False,False,False,False,False,False,False,False,False,False,False,False,-0.6188724637031555,-1.4538766145706177,-2.1468665599823,-2.7039871215820312,1.0760185718536377,-0.28674980998039246,0.6784086227416992,-2.4931774139404297,-0.9590822458267212,-1.0676822662353516,-3.2983741760253906,-1.5005511045455933,expert,False,False,False
269,True,True,True,True,True,True,True,True,True,True,True,True,-1.68326997756958,-0.9807831048965454,-2.7787532806396484,-0.129794180393219,-2.416572093963623,-3.783390760421753,-1.6325926780700684,0.17197959125041962,-1.8281313180923462,-1.1796984672546387,-0.3273027539253235,-0.5680091381072998,careful,True,True,True
270,True,True,True,True,True,True,True,True,True,True,True,True,-2.30625581741333,-1.4518957138061523,-3.1595075130462646,-1.1594951152801514,-1.0289123058319092,-1.4785765409469604,-1.836191177368164,-0.7351095676422119,-0.5386531949043274,-1.1866683959960938,-1.2178035974502563,-1.1411819458007812,efficient,True,True,True
271,True,True,True,True,True,True,True,True,True,True,True,True,2.556683301925659,3.954314708709717,1.864461898803711,2.141674041748047,2.600381374359131,2.210598945617676,2.77372407913208,3.0041913986206055,3.2165486812591553,3.344205379486084,1.9740617275238037,2.1972386837005615,cot,True,True,True
272,False,False,False,True,False,False,False,True,False,True,False,True,1.0710198879241943,1.0535812377929688,-1.156725525856018,0.1610187441110611,-0.06941182911396027,0.9917519092559814,1.5214970111846924,1.458855152130127,1.4309498071670532,0.19321250915527344,0.7127230763435364,1.0096321105957031,simple,False,False,True
273,True,True,False,True,True,True,True,True,True,True,True,True,-1.1615232229232788,-0.23037654161453247,-2.717613458633423,-3.197077512741089,-0.14497657120227814,-0.5618991851806641,0.9273983836174011,-0.40109729766845703,-0.46090883016586304,-3.0918238162994385,-1.6830734014511108,-0.754939079284668,simple,True,True,True
274,False,False,False,False,False,False,False,False,False,False,False,False,0.27893251180648804,1.356933832168579,-0.2129291445016861,0.8948509097099304,0.8818696737289429,0.3849456310272217,0.4954407811164856,1.2992503643035889,2.0129761695861816,1.2161788940429688,0.5834004282951355,0.9037564992904663,efficient,False,False,False
275,False,False,False,False,False,False,False,False,False,False,False,False,1.4569543600082397,0.1406407654285431,-1.706336498260498,0.37075209617614746,-1.2428243160247803,-2.1380484104156494,0.04214543104171753,-0.7673646211624146,-0.17737402021884918,-1.3295626640319824,-0.898393988609314,-0.2049998939037323,direct,False,False,False
276,False,False,False,False,False,False,False,False,False,False,False,False,-1.736902117729187,-2.5477352142333984,-4.3782124519348145,-2.548654556274414,-0.37030553817749023,-1.6974817514419556,-1.3137357234954834,-1.479211449623108,-1.668205738067627,-1.1004912853240967,-3.2512784004211426,-2.201977014541626,expert,False,False,False
277,False,False,False,False,False,False,False,False,False,False,False,False,-0.7022544741630554,0.6938862800598145,-0.9908179640769958,2.063380241394043,-2.0214951038360596,-2.7280187606811523,-2.828019142150879,0.875353991985321,0.7553240060806274,-1.5583393573760986,1.6629961729049683,0.8044487237930298,decompose,False,False,False
278,False,False,False,False,False,False,False,False,False,False,False,False,-2.015953302383423,-1.4353545904159546,-0.8233645558357239,-3.703418493270874,1.9437289237976074,0.3272155225276947,2.000314235687256,-1.2401427030563354,-1.7050386667251587,-0.5919376015663147,-3.181443691253662,-1.270119071006775,simple,False,False,False
279,False,False,False,False,False,False,False,False,False,False,False,False,-6.697003364562988,-6.540309906005859,-7.86728572845459,-7.263940811157227,-4.804380893707275,-6.475750923156738,-5.9809489250183105,-7.943914890289307,-5.491239547729492,-5.188065528869629,-6.815406799316406,-6.234385967254639,expert,False,False,False
280,True,True,True,False,True,False,True,False,False,False,True,True,1.7315441370010376,2.0429129600524902,0.49502480030059814,3.032168388366699,0.24555222690105438,0.47750556468963623,0.08299052715301514,2.60783314704895,2.255443811416626,0.19230061769485474,2.5605194568634033,1.8968178033828735,decompose,False,True,True
281,True,True,True,True,True,True,True,True,True,False,True,True,2.1319525241851807,3.562626838684082,1.0202959775924683,2.1239750385284424,3.3802404403686523,2.562410593032837,4.012486457824707,2.5441219806671143,2.3024954795837402,4.855406284332275,0.7773962616920471,1.7656351327896118,tdd,False,True,True
282,True,True,True,True,True,True,True,True,True,True,True,True,1.9940983057022095,2.173794746398926,-0.4071419835090637,1.9573040008544922,1.2126288414001465,1.966352105140686,1.903127908706665,1.8388458490371704,1.7131060361862183,1.5199768543243408,0.7984808683395386,1.6851292848587036,cot,True,True,True
283,False,False,False,False,False,False,False,False,False,False,False,False,-7.277141571044922,-2.378744602203369,-5.928463935852051,-4.795624732971191,-5.268240451812744,-4.6523895263671875,-3.9031314849853516,-2.979447364807129,-3.851275682449341,-2.8422420024871826,-5.062331676483154,-4.262851715087891,cot,False,False,False
284,True,True,True,True,True,True,True,True,True,False,True,True,2.5431838035583496,2.6142048835754395,1.3397647142410278,1.287644863128662,1.8968383073806763,2.4243223667144775,3.225297689437866,3.253528356552124,3.0999042987823486,2.7500038146972656,1.8176844120025635,2.600990056991577,careful,True,True,True
285,True,True,False,True,True,True,True,True,True,True,True,True,0.11121557652950287,0.51389479637146,-1.1470619440078735,2.2259509563446045,-0.14325939118862152,-1.8283530473709106,-0.7073569893836975,1.5255125761032104,0.1762057989835739,-1.947188138961792,1.8082884550094604,0.9424211978912354,decompose,True,True,True
286,False,False,False,False,False,False,False,False,False,False,False,False,-2.70475697517395,-2.445152759552002,-5.160836696624756,-4.682123184204102,-1.7528314590454102,-1.86331045627594,-0.5366708636283875,-1.9598053693771362,-2.5670785903930664,-3.504729986190796,-3.4946138858795166,-2.3594815731048584,simple,False,False,False
287,True,True,False,False,False,True,True,True,True,False,True,True,2.124042510986328,2.88570499420166,1.455181360244751,2.247150421142578,0.87785404920578,1.1893187761306763,1.7757289409637451,2.6630945205688477,2.4176816940307617,4.482011795043945,1.4832144975662231,1.5324338674545288,tdd,False,True,True
288,False,False,False,False,False,False,False,False,False,False,False,False,0.06804613769054413,1.1290833950042725,-0.7732952833175659,1.6181926727294922,0.5036444067955017,-0.6281774044036865,0.6245902180671692,1.7536139488220215,0.6657733917236328,0.7417303323745728,1.5846017599105835,1.185206651687622,careful,False,False,False
289,False,False,False,False,False,False,False,False,False,False,False,False,1.271074652671814,2.144580364227295,-0.9679180979728699,1.8772835731506348,-0.05855502188205719,0.17024549841880798,1.0119409561157227,1.6696226596832275,1.1743298768997192,-0.24443328380584717,0.9047860503196716,1.771572470664978,cot,False,False,False
290,False,False,False,False,True,True,True,True,True,True,True,True,-6.044837951660156,-5.4113264083862305,-6.0843586921691895,-7.767179489135742,-2.8658361434936523,-4.928358554840088,-2.2752792835235596,-4.568573474884033,-5.035736083984375,-6.298347473144531,-5.969367980957031,-5.713037490844727,simple,True,True,True
