id,direct_pass,cot_pass,plan_pass,decompose_pass,expert_pass,reviewer_pass,simple_pass,careful_pass,efficient_pass,tdd_pass,defensive_pass,typed_pass,direct_score,cot_score,plan_score,decompose_score,expert_score,reviewer_score,simple_score,careful_score,efficient_score,tdd_score,defensive_score,typed_score,probe_selected_style,probe_selected_pass,random_selected_pass,oracle_pass
HumanEval/82,False,False,False,False,False,False,False,False,False,False,False,False,-9.425127029418945,0.26142746210098267,-5.5303754806518555,-0.8089547157287598,-3.5111641883850098,-2.3125789165496826,-0.8255699276924133,0.5728556513786316,0.5639956593513489,-2.0916664600372314,1.9808669090270996,-3.1463401317596436,defensive,False,False,False
HumanEval/83,False,False,False,False,False,False,False,False,False,False,False,False,-7.266977310180664,-12.848078727722168,-14.99228572845459,-4.8566975593566895,-9.5999755859375,-12.817330360412598,-14.004735946655273,-9.311299324035645,-15.6163969039917,-21.669906616210938,-12.042461395263672,-11.625288009643555,decompose,False,False,False
HumanEval/84,False,True,False,False,True,True,True,False,True,True,True,True,0.5936107635498047,-4.050724506378174,-8.736004829406738,-3.4327352046966553,-4.174465656280518,-5.106962203979492,-3.2236530780792236,-2.595013380050659,-5.049053192138672,-6.926361560821533,-5.946372985839844,-0.9252397418022156,direct,False,False,True
HumanEval/85,False,False,False,False,False,False,False,True,False,False,False,False,-9.492776870727539,-11.10838508605957,-13.086175918579102,-7.415139675140381,-9.344657897949219,-10.633248329162598,-10.785775184631348,-11.960586547851562,-16.375518798828125,-18.07809829711914,-8.523652076721191,-5.983584403991699,typed,False,False,True
HumanEval/86,False,False,False,False,False,False,False,False,False,False,False,False,-7.295812129974365,-2.3240785598754883,-4.532119274139404,-4.774885177612305,-7.783814907073975,-8.139402389526367,-7.6512651443481445,-3.8764727115631104,-3.5302982330322266,-7.326069355010986,-4.12989616394043,-7.317133903503418,cot,False,False,False
HumanEval/87,False,False,False,False,False,False,False,False,False,False,False,False,-7.649931907653809,-1.9594550132751465,-9.938807487487793,-2.6569266319274902,-10.080232620239258,-7.068182468414307,-7.506657600402832,-2.9537858963012695,0.2644485533237457,-6.451696872711182,-3.5981099605560303,-8.690631866455078,efficient,False,False,False
HumanEval/88,False,False,False,False,False,False,True,False,False,False,False,False,-7.72330904006958,0.6999233961105347,-13.3186674118042,-4.748213768005371,-12.351068496704102,-10.26599407196045,-9.92261028289795,-6.758939743041992,1.084177017211914,-10.493487358093262,-7.364815711975098,-10.869802474975586,efficient,False,False,True
HumanEval/89,False,True,False,True,False,False,True,False,False,True,False,False,-8.362946510314941,-2.4120497703552246,-5.68764066696167,-1.8991199731826782,-6.387887477874756,-2.827507972717285,-3.171427011489868,1.3929617404937744,0.04071826487779617,-1.7764787673950195,1.9541198015213013,-4.739349365234375,defensive,False,True,True
HumanEval/90,False,False,False,False,False,False,False,False,False,False,False,False,-7.469551086425781,0.7455339431762695,-12.566522598266602,-2.9012176990509033,-10.26025104522705,-6.050333023071289,-6.196168899536133,-5.782843112945557,1.8731896877288818,-3.6765995025634766,-2.3184642791748047,-3.749631643295288,efficient,False,False,False
HumanEval/91,False,False,False,False,False,False,False,False,False,False,False,False,-5.490217685699463,-4.801076889038086,-3.1496334075927734,-10.647804260253906,-7.95871114730835,-9.174294471740723,-8.031270027160645,-8.96964168548584,-6.493008613586426,-5.747591972351074,-6.746645450592041,-5.369046211242676,plan,False,False,False
HumanEval/92,False,True,False,False,True,True,False,False,True,True,True,False,-4.56599235534668,2.573678493499756,-5.2322916984558105,-6.760690212249756,0.872978925704956,-4.740211486816406,1.400866985321045,-3.03804087638855,-0.5648515224456787,-0.3217308521270752,-3.758617401123047,-0.5962043404579163,cot,True,True,True
HumanEval/93,False,False,False,False,False,False,False,False,False,False,False,False,-4.908143520355225,-1.1672723293304443,-1.9699335098266602,-3.6896698474884033,-3.8989884853363037,-4.751399517059326,-3.3748714923858643,-2.243252992630005,-0.7174899578094482,-3.479336738586426,-3.2921390533447266,-2.13808012008667,efficient,False,False,False
HumanEval/94,False,False,False,False,False,False,False,False,False,False,False,False,-6.464787483215332,-4.588598251342773,-12.47419261932373,0.4306928515434265,-11.148599624633789,-3.149153470993042,-5.834444046020508,-2.6390817165374756,-1.262096643447876,-6.93792724609375,2.2092907428741455,-5.965342044830322,defensive,False,False,False
