id,direct_score,direct_pass,cot_score,cot_pass,plan_score,plan_pass,decompose_score,decompose_pass,expert_score,expert_pass,reviewer_score,reviewer_pass,simple_score,simple_pass,careful_score,careful_pass,efficient_score,efficient_pass,tdd_score,tdd_pass,defensive_score,defensive_pass,typed_score,typed_pass,probe_selected_style,probe_selected_pass,random_selected_pass,oracle_pass
261,-0.13954395055770874,True,-0.17013013362884521,True,-0.21954432129859924,True,-0.2555505633354187,True,-0.1032080352306366,True,-0.13241612911224365,True,-0.14580924808979034,True,-0.16476643085479736,True,-0.15541186928749084,True,-0.16989094018936157,True,-0.20772819221019745,True,-0.10973507165908813,True,expert,True,True,True
262,-0.21119797229766846,True,-0.2291717678308487,True,-0.2875552475452423,True,-0.29855188727378845,True,-0.17928405106067657,True,-0.1938042938709259,True,-0.21881628036499023,True,-0.24948589503765106,True,-0.23658299446105957,True,-0.2211219221353531,True,-0.27585259079933167,False,-0.1767227053642273,True,typed,True,True,True
263,-0.0025604385882616043,True,-0.03143124282360077,True,-0.07897838205099106,True,-0.09033261984586716,True,0.004410566762089729,True,0.003691529855132103,True,-0.02100655436515808,True,-0.0340711884200573,True,-0.04346346855163574,True,-0.02080574631690979,True,-0.07394035905599594,True,0.007710861042141914,True,typed,True,True,True
264,0.03670818358659744,False,-0.013972081243991852,False,-0.07226084917783737,False,-0.13728675246238708,False,0.07298383116722107,False,0.03817446157336235,False,0.022030219435691833,False,-0.03196151554584503,False,-0.028389953076839447,False,-0.045874226838350296,False,-0.07966271787881851,False,0.04714946448802948,False,expert,False,False,False
265,-0.009672299027442932,False,-0.06184031814336777,False,-0.10717540979385376,False,-0.10842787474393845,False,-0.016476504504680634,False,-0.04630404710769653,False,-0.0527234822511673,False,-0.07236438244581223,False,-0.06381037086248398,False,-0.05138785392045975,False,-0.09969918429851532,False,-0.017540186643600464,False,direct,False,False,False
266,-0.37174367904663086,False,-0.3081670105457306,False,-0.3275289535522461,False,-0.3853992223739624,False,-0.2302597016096115,False,-0.27545931935310364,False,-0.301513671875,False,-0.3260703384876251,False,-0.33837106823921204,False,-0.323602557182312,False,-0.3883923888206482,False,-0.22937557101249695,False,typed,False,False,False
267,-0.2308358997106552,True,-0.23256757855415344,True,-0.28742438554763794,True,-0.3543868064880371,True,-0.1579849123954773,True,-0.1932031214237213,True,-0.20901575684547424,True,-0.25677287578582764,True,-0.23987478017807007,True,-0.27096834778785706,True,-0.30075109004974365,True,-0.16073128581047058,True,expert,True,True,True
268,-0.5309282541275024,False,-0.5629680752754211,False,-0.6015067100524902,False,-0.6688512563705444,False,-0.46800678968429565,False,-0.5049911737442017,False,-0.5423946380615234,False,-0.5923912525177002,False,-0.5722801685333252,False,-0.5820848941802979,False,-0.6349164247512817,False,-0.46988990902900696,False,expert,False,False,False
269,0.007975026965141296,True,-0.0394100695848465,True,-0.08821865916252136,True,-0.15031684935092926,True,0.06572830677032471,True,0.009082574397325516,True,-0.010350055992603302,True,-0.05803738161921501,True,-0.05459115654230118,True,-0.06326930224895477,True,-0.11450360715389252,True,0.050605304539203644,True,expert,True,True,True
270,-0.19067718088626862,False,-0.201425239443779,True,-0.2581351399421692,True,-0.288311243057251,True,-0.14252051711082458,True,-0.1764790415763855,True,-0.20151229202747345,True,-0.2221386879682541,False,-0.21562574803829193,True,-0.21562865376472473,False,-0.2654564678668976,False,-0.14105689525604248,False,typed,False,False,True
271,-0.438169002532959,True,-0.38927334547042847,True,-0.39449065923690796,True,-0.483115553855896,True,-0.32653501629829407,True,-0.35239899158477783,True,-0.3889217674732208,True,-0.42795801162719727,True,-0.42514094710350037,True,-0.4145173728466034,True,-0.47664666175842285,True,-0.29205501079559326,True,typed,True,True,True
272,-0.38100430369377136,True,-0.37502390146255493,True,-0.40055686235427856,True,-0.4343409836292267,True,-0.3181270360946655,True,-0.35155507922172546,True,-0.3821961581707001,True,-0.3916434943675995,True,-0.3987690806388855,True,-0.3689805865287781,True,-0.4324992895126343,True,-0.32274216413497925,True,expert,True,True,True
273,-0.08393926173448563,True,-0.09832325577735901,True,-0.16018790006637573,True,-0.1850144863128662,True,-0.0385577492415905,True,-0.07486828416585922,True,-0.09309681504964828,True,-0.12007297575473785,True,-0.11870252341032028,True,-0.11005598306655884,True,-0.16739225387573242,True,-0.059534233063459396,True,expert,True,True,True
274,-0.45931315422058105,True,-0.45041579008102417,True,-0.5115116238594055,True,-0.5358630418777466,True,-0.37851327657699585,True,-0.4305984079837799,True,-0.43212997913360596,True,-0.46314191818237305,True,-0.4583178758621216,True,-0.4975612163543701,True,-0.5138881206512451,True,-0.40186864137649536,False,expert,True,True,True
275,-0.29641538858413696,False,-0.2750440835952759,False,-0.3315315842628479,False,-0.36147356033325195,False,-0.20583322644233704,False,-0.2404259443283081,False,-0.2446049451828003,False,-0.2775062918663025,False,-0.2842673063278198,False,-0.3137437701225281,False,-0.328613817691803,False,-0.18436793982982635,False,typed,False,False,False
276,-0.19482065737247467,False,-0.24807985126972198,False,-0.2876712679862976,False,-0.33502593636512756,False,-0.16160328686237335,False,-0.20259252190589905,False,-0.22557219862937927,False,-0.2530503273010254,False,-0.26160186529159546,False,-0.24462488293647766,False,-0.307123064994812,False,-0.17688864469528198,False,expert,False,False,False
277,0.07638333737850189,True,0.050632018595933914,True,-0.007663700729608536,True,0.008971188217401505,True,0.09842953085899353,True,0.0690106675028801,True,0.06730382144451141,True,0.053087640553712845,True,0.04216361045837402,True,0.0635310560464859,True,0.015760917216539383,True,0.07739691436290741,False,expert,True,True,True
278,-0.1941104531288147,False,-0.2228279560804367,False,-0.2597266435623169,False,-0.31348907947540283,False,-0.1571255326271057,False,-0.18052151799201965,False,-0.20765908062458038,False,-0.23714207112789154,False,-0.23909658193588257,False,-0.2234000265598297,False,-0.28492575883865356,False,-0.15102562308311462,False,typed,False,False,False
279,-0.5348621606826782,False,-0.5208598375320435,False,-0.5304337739944458,False,-0.6362205743789673,False,-0.44915518164634705,False,-0.4728030860424042,False,-0.5237879157066345,False,-0.5563268661499023,False,-0.5456181764602661,False,-0.5336352586746216,False,-0.5931786298751831,False,-0.42506781220436096,False,typed,False,False,False
280,-0.4033876359462738,True,-0.4089583158493042,True,-0.4460827708244324,True,-0.48445746302604675,True,-0.34718260169029236,True,-0.35170263051986694,True,-0.3903178870677948,True,-0.4207480549812317,True,-0.4099562168121338,True,-0.4003952741622925,True,-0.4460625648498535,True,-0.32561248540878296,True,typed,True,True,True
281,0.06348015367984772,True,0.10497427731752396,True,0.053807809948921204,True,-0.00026535242795944214,True,0.16252519190311432,True,0.14069867134094238,True,0.11068516224622726,True,0.07897666096687317,True,0.06987336277961731,True,0.05880291014909744,True,0.02128644287586212,True,0.1934291124343872,True,typed,True,True,True
282,0.31531041860580444,True,0.30265122652053833,True,0.24453294277191162,True,0.22059425711631775,True,0.37894392013549805,True,0.3177652657032013,True,0.31686466932296753,True,0.286518394947052,True,0.28489449620246887,True,0.2761511206626892,True,0.2328493297100067,True,0.3636391758918762,True,expert,True,True,True
283,-0.11333991587162018,False,-0.14251983165740967,False,-0.19435131549835205,False,-0.2508000433444977,True,-0.07338988035917282,False,-0.09312792122364044,False,-0.11163130402565002,False,-0.15372315049171448,False,-0.15050286054611206,False,-0.18674826622009277,False,-0.20308589935302734,False,-0.05205864459276199,True,typed,True,False,True
284,-0.02710474282503128,True,-0.07779216021299362,True,-0.13477018475532532,True,-0.16760046780109406,True,-0.014966584742069244,True,-0.05175192654132843,True,-0.06342374533414841,True,-0.09172823280096054,True,-0.08391252160072327,True,-0.09336377680301666,True,-0.13379114866256714,True,-0.031689368188381195,True,expert,True,True,True
285,-0.09189852327108383,False,-0.16272251307964325,False,-0.22011728584766388,False,-0.25947338342666626,False,-0.07793593406677246,False,-0.12329322099685669,False,-0.126048743724823,False,-0.17047452926635742,False,-0.1626186966896057,False,-0.18527981638908386,True,-0.22241324186325073,True,-0.11601941287517548,False,expert,False,False,True
286,-0.7101444005966187,False,-0.6798648238182068,False,-0.713272750377655,False,-0.7474785447120667,False,-0.6219128966331482,False,-0.6442919373512268,False,-0.6794968843460083,False,-0.7144829034805298,False,-0.6883683204650879,False,-0.6895724534988403,False,-0.7330408096313477,False,-0.6080044507980347,False,typed,False,False,False
287,-0.2342890501022339,True,-0.24012845754623413,True,-0.28703999519348145,True,-0.3589177429676056,True,-0.16668179631233215,True,-0.20219342410564423,True,-0.21710482239723206,True,-0.26385441422462463,False,-0.24705752730369568,True,-0.27679443359375,True,-0.30983197689056396,True,-0.16696369647979736,True,expert,True,True,True
288,-0.2523227035999298,False,-0.2995525002479553,False,-0.31994643807411194,False,-0.3704267144203186,False,-0.20290732383728027,False,-0.23187021911144257,False,-0.2534041404724121,False,-0.291177362203598,False,-0.27220380306243896,False,-0.27990272641181946,False,-0.32710519433021545,False,-0.20869171619415283,False,expert,False,False,False
289,-0.16025349497795105,False,-0.18217112123966217,False,-0.22379744052886963,False,-0.30581486225128174,False,-0.11465916782617569,False,-0.14158552885055542,False,-0.16388994455337524,False,-0.20762678980827332,False,-0.20265156030654907,False,-0.22114022076129913,False,-0.25270920991897583,False,-0.11290966719388962,False,typed,False,False,False
290,-0.0032287314534187317,True,-0.054301802068948746,True,-0.103509321808815,True,-0.1252947896718979,True,0.023917604237794876,True,0.011505812406539917,True,-0.026762038469314575,True,-0.06353885680437088,True,-0.04297628998756409,True,-0.03806071728467941,True,-0.09069216251373291,True,0.04472623020410538,True,typed,True,True,True
291,-0.8984739780426025,True,-0.8409097194671631,False,-0.8711497187614441,False,-0.9281273484230042,False,-0.7612894773483276,False,-0.7784767150878906,False,-0.8282030820846558,False,-0.868476390838623,False,-0.8585460186004639,False,-0.8500648736953735,False,-0.9041122198104858,False,-0.7333313226699829,False,typed,False,False,True
292,-0.01854122430086136,False,0.009461387991905212,False,-0.047695353627204895,False,-0.1015106737613678,True,0.07741683721542358,False,0.05773220956325531,False,0.027738310396671295,True,-0.005596466362476349,False,-0.014091124758124352,False,-0.02592577040195465,False,-0.053138844668865204,False,0.10441501438617706,True,typed,True,False,True
293,-0.49769076704978943,True,-0.49421054124832153,False,-0.5074329376220703,False,-0.5789637565612793,True,-0.40863364934921265,True,-0.43694043159484863,False,-0.47671446204185486,True,-0.5094613432884216,True,-0.5126280784606934,True,-0.4884716272354126,False,-0.5510155558586121,False,-0.38676154613494873,True,typed,True,True,True
294,0.1993800401687622,False,0.19017764925956726,False,0.1466091275215149,False,0.10709095746278763,True,0.24859857559204102,False,0.22527548670768738,False,0.20300182700157166,False,0.174043670296669,False,0.17835348844528198,False,0.1842770278453827,True,0.12307316809892654,False,0.2815045118331909,False,typed,False,False,True
295,0.1010093092918396,False,0.0709884762763977,False,-0.01183084025979042,False,-0.04890876263380051,False,0.1713009923696518,False,0.12028133124113083,False,0.11444971710443497,False,0.05424313247203827,False,0.06852347403764725,False,0.02242334559559822,False,0.009783856570720673,False,0.14633920788764954,False,expert,False,False,False
296,-0.2288750857114792,False,-0.2777468264102936,False,-0.34310615062713623,False,-0.3755115866661072,False,-0.1969875693321228,False,-0.23976394534111023,False,-0.2436242550611496,False,-0.2811066210269928,False,-0.28115004301071167,False,-0.3157970905303955,False,-0.3265620470046997,False,-0.19577723741531372,False,typed,False,False,False
