id,direct_pass,cot_pass,plan_pass,decompose_pass,expert_pass,reviewer_pass,simple_pass,careful_pass,efficient_pass,tdd_pass,defensive_pass,typed_pass,direct_score,cot_score,plan_score,decompose_score,expert_score,reviewer_score,simple_score,careful_score,efficient_score,tdd_score,defensive_score,typed_score,probe_selected_style,probe_selected_pass,random_selected_pass,oracle_pass
HumanEval/82,True,True,True,True,True,True,True,True,True,True,True,True,2.714808225631714,2.5262577533721924,2.5033271312713623,2.9228134155273438,2.9562509059906006,2.9378254413604736,2.491452693939209,2.0406277179718018,2.9672584533691406,2.3408918380737305,2.1582565307617188,1.7287254333496094,efficient,True,True,True
HumanEval/83,True,False,False,True,True,True,True,False,True,True,True,True,0.45812809467315674,-0.05815431475639343,-0.10012158751487732,-0.054556816816329956,-0.07919818162918091,0.19793939590454102,-0.001148313283920288,-0.4369277060031891,0.11453309655189514,0.27903807163238525,-0.5795227289199829,0.07712911069393158,direct,True,True,True
HumanEval/84,True,True,True,True,True,True,False,True,True,True,True,False,0.20075905323028564,-0.17477083206176758,-0.15749970078468323,0.06668958067893982,-0.1015387773513794,0.03913009166717529,0.165864497423172,-0.13587026298046112,-0.10324981808662415,-0.059661418199539185,0.1805858016014099,-0.19964107871055603,direct,True,True,True
HumanEval/85,True,True,True,True,True,True,True,True,True,True,True,True,4.228904724121094,3.8469343185424805,3.556993246078491,4.458223819732666,4.439401149749756,4.731014251708984,3.466848373413086,2.626845598220825,4.62431526184082,4.132625102996826,1.801592230796814,3.1934590339660645,reviewer,True,True,True
HumanEval/86,True,True,True,True,True,True,True,True,True,True,True,True,0.26158708333969116,0.04687151312828064,0.09696832299232483,0.1561267375946045,0.06392937898635864,0.30679404735565186,0.3739469051361084,0.11879360675811768,0.15393146872520447,0.09653770923614502,0.41711190342903137,0.08329121768474579,defensive,True,True,True
HumanEval/87,True,True,True,True,True,True,True,True,True,True,True,True,3.657520055770874,3.4096028804779053,3.1997992992401123,3.759814739227295,3.865259885787964,4.072091102600098,3.5306735038757324,2.785715103149414,3.914858102798462,3.258572578430176,2.913046360015869,2.5749094486236572,reviewer,True,True,True
HumanEval/88,False,False,False,False,False,False,False,False,False,False,False,True,3.7352118492126465,3.18798565864563,3.138953924179077,3.5350372791290283,3.5141775608062744,3.9274721145629883,3.5787463188171387,2.7898740768432617,3.704725980758667,3.2097787857055664,3.2945761680603027,2.3098607063293457,reviewer,False,False,True
HumanEval/89,False,False,False,False,False,False,False,False,False,False,False,False,-0.026647135615348816,-0.30658236145973206,-0.3146401643753052,-0.16410745680332184,-0.26942455768585205,-0.1682693064212799,-0.05479276180267334,-0.2857415974140167,-0.277557909488678,-0.21353685855865479,-0.03624001145362854,-0.20352259278297424,direct,False,False,False
HumanEval/90,False,False,False,False,False,False,False,False,False,False,False,False,4.551333427429199,4.034687042236328,3.7086222171783447,4.58593225479126,4.556906223297119,4.816375255584717,3.889510154724121,3.152986526489258,4.798093318939209,3.8134965896606445,3.4685146808624268,3.241656541824341,reviewer,False,False,False
HumanEval/91,False,False,False,False,False,False,False,False,False,False,False,False,1.9058983325958252,1.5977647304534912,1.5860234498977661,1.9615199565887451,1.953614354133606,2.1313374042510986,1.9074279069900513,1.453742504119873,1.9117835760116577,1.5460858345031738,1.3301334381103516,1.191222906112671,reviewer,False,False,False
HumanEval/92,True,True,True,True,True,True,True,True,True,True,True,True,1.4216859340667725,0.7042028903961182,0.49001017212867737,1.0199785232543945,0.7883316278457642,0.9527146816253662,0.8044694662094116,0.19416403770446777,0.8032337427139282,1.0627179145812988,1.1280697584152222,0.6419060826301575,direct,True,True,True
HumanEval/93,False,False,False,False,False,False,False,False,False,False,False,False,-0.12592872977256775,-0.3466013967990875,-0.38198453187942505,-0.2342633306980133,-0.3082716166973114,-0.24606220424175262,-0.17300869524478912,-0.33148840069770813,-0.34062084555625916,-0.2735424339771271,-0.20368340611457825,-0.1736743152141571,direct,False,False,False
HumanEval/94,True,True,True,True,True,True,True,True,False,True,True,True,0.9495682120323181,0.5792663097381592,0.4982511103153229,0.7778422832489014,0.7547087669372559,0.9359879493713379,0.8609554767608643,0.24787676334381104,0.8639196157455444,0.7653208374977112,0.17224016785621643,0.3171757459640503,direct,True,True,True
HumanEval/95,False,False,False,False,False,False,False,False,False,False,False,False,0.9753331542015076,0.5910173654556274,0.7278057336807251,0.8144021034240723,0.7734298706054688,1.0286235809326172,0.950330376625061,0.22911691665649414,0.977604866027832,0.8027816414833069,0.06300047039985657,0.3182094693183899,reviewer,False,False,False
HumanEval/96,True,True,True,True,True,True,True,True,True,True,True,True,0.6479158997535706,0.344745010137558,0.24402400851249695,0.604783296585083,0.49945393204689026,0.6167531609535217,0.655850887298584,0.32069432735443115,0.5538674592971802,0.4405514597892761,0.26896795630455017,0.2821689248085022,simple,True,True,True
HumanEval/97,False,False,False,False,False,False,False,False,False,False,False,False,0.911198079586029,0.33564069867134094,0.14685454964637756,0.6024662256240845,0.4489838182926178,0.48765474557876587,0.3866084814071655,0.06481820344924927,0.40188607573509216,0.5825814604759216,0.3619355857372284,0.42076021432876587,direct,False,False,False
HumanEval/98,True,True,True,True,True,True,True,True,True,True,True,True,1.0654749870300293,0.8568894863128662,0.7819193601608276,1.1910074949264526,1.0626816749572754,1.0577468872070312,1.047922968864441,0.5349725484848022,1.0800584554672241,0.8291495442390442,0.6056358814239502,0.578616738319397,decompose,True,True,True
HumanEval/99,True,True,True,True,True,True,True,True,True,True,True,True,0.20131516456604004,-0.2469351589679718,-0.34751415252685547,-0.02851414680480957,-0.1987999826669693,-0.14655868709087372,0.017013192176818848,-0.26216280460357666,-0.2761963903903961,-0.11136439442634583,0.20355474948883057,-0.17166012525558472,defensive,True,True,True
HumanEval/100,False,False,False,False,False,False,False,False,False,False,False,False,-0.061767131090164185,-0.2959758937358856,-0.29627490043640137,-0.18574652075767517,-0.2612467408180237,-0.14045876264572144,-0.07814255356788635,-0.2967570424079895,-0.24191814661026,-0.1835588812828064,-0.1956346333026886,-0.16572518646717072,direct,False,False,False
HumanEval/101,True,True,False,True,True,False,True,False,True,True,False,True,4.9584641456604,4.588699817657471,4.396914958953857,5.293862819671631,5.2164177894592285,5.403418064117432,4.551210880279541,3.4835567474365234,5.454310417175293,4.227428436279297,3.618598699569702,3.2073814868927,efficient,True,True,True
HumanEval/102,False,True,False,True,True,False,True,False,False,True,False,False,2.3558905124664307,2.355001926422119,2.1089625358581543,2.718738317489624,2.761746406555176,2.6727473735809326,2.2835326194763184,1.5836526155471802,2.5855255126953125,2.188183069229126,1.8597215414047241,1.875314712524414,expert,True,False,True
HumanEval/103,True,True,True,True,True,True,True,True,True,True,True,False,0.2854861915111542,-0.13554337620735168,-0.0961020290851593,0.15039458870887756,-0.06774458289146423,0.11430877447128296,0.26410973072052,-0.09736523032188416,-0.03420659899711609,0.024761289358139038,0.26835349202156067,-0.17005039751529694,direct,True,True,True
HumanEval/104,False,False,False,False,False,True,False,True,False,False,True,True,3.7577626705169678,3.327509880065918,3.058626413345337,3.9691367149353027,3.899458646774292,3.997494697570801,3.327373504638672,3.0674870014190674,3.7787396907806396,3.3563010692596436,3.6840741634368896,2.689366340637207,reviewer,True,False,True
HumanEval/105,True,True,True,True,True,True,False,True,False,True,True,True,4.965378761291504,4.402165412902832,4.27086877822876,4.923405170440674,5.080212116241455,5.313166618347168,4.524900913238525,3.1318206787109375,5.5026445388793945,4.335020542144775,2.2176291942596436,2.7321066856384277,efficient,False,True,True
HumanEval/106,True,True,True,True,True,True,True,True,True,True,True,True,-0.024186521768569946,-0.3467561900615692,-0.44397956132888794,-0.185279980301857,-0.29577943682670593,-0.25897282361984253,-0.19132840633392334,-0.36477506160736084,-0.3723295331001282,-0.2183183878660202,-0.11589647829532623,-0.16802966594696045,direct,True,True,True
HumanEval/107,True,True,True,True,True,True,True,True,True,True,True,True,0.12056761980056763,-0.18386296927928925,-0.20948445796966553,0.06916382908821106,-0.056672602891922,0.014131754636764526,0.12014025449752808,-0.08547046780586243,-0.12018710374832153,-0.0478137731552124,0.06457218527793884,-0.18327321112155914,direct,True,True,True
HumanEval/108,False,False,False,False,False,False,False,False,False,False,False,False,2.6736905574798584,2.375746965408325,2.132575750350952,2.9429285526275635,2.8816730976104736,2.857680320739746,2.35971736907959,2.241332530975342,2.8327078819274902,2.3718721866607666,2.1763641834259033,2.161465883255005,decompose,False,False,False
HumanEval/109,False,True,True,True,True,True,True,True,False,True,True,True,0.7558555603027344,0.46415916085243225,0.5425814390182495,0.670722484588623,0.5844228267669678,0.9134652614593506,1.0327624082565308,0.5466810464859009,0.7079247236251831,0.47147268056869507,0.7877811193466187,0.02325473725795746,simple,True,True,True
HumanEval/110,False,False,False,False,False,False,False,False,False,False,True,False,-0.051659077405929565,-0.3643469512462616,-0.4182327687740326,-0.2009911984205246,-0.3137667179107666,-0.26394879817962646,-0.16370761394500732,-0.34934911131858826,-0.3697830140590668,-0.24778324365615845,-0.12607169151306152,-0.20157834887504578,direct,False,False,True
HumanEval/111,True,False,False,True,False,True,False,True,False,False,False,True,1.2274360656738281,0.933758020401001,0.8163872957229614,1.1347603797912598,1.1430970430374146,1.2271316051483154,0.9580515623092651,0.697155237197876,1.1384024620056152,0.9016212821006775,0.8352519273757935,0.8482962846755981,direct,True,True,True
HumanEval/112,True,True,True,True,True,True,True,True,True,True,True,True,0.11103284358978271,-0.18727734684944153,-0.17132627964019775,-0.025754183530807495,-0.1354299932718277,0.006209224462509155,0.15046125650405884,-0.16536524891853333,-0.12049683928489685,-0.10272648930549622,0.20494994521141052,-0.20429588854312897,defensive,True,True,True
HumanEval/113,False,False,False,False,False,False,False,False,False,False,False,False,1.0618622303009033,0.7350847721099854,0.6266870498657227,0.8823766708374023,0.82396399974823,1.0440950393676758,0.9306029081344604,0.7257013320922852,0.8420709371566772,0.7598767876625061,1.1482187509536743,0.49030566215515137,defensive,False,False,False
HumanEval/114,True,False,False,True,False,False,True,True,True,True,True,True,2.7734768390655518,2.2304205894470215,2.182701826095581,2.8207786083221436,2.6580922603607178,2.700197458267212,2.5139479637145996,1.658135175704956,2.738309144973755,2.410517930984497,1.9583784341812134,1.1817936897277832,decompose,True,True,True
HumanEval/115,False,False,False,False,False,True,True,True,False,False,False,False,2.8024559020996094,2.3366940021514893,2.340757131576538,2.895197868347168,2.91237211227417,3.1785523891448975,2.859605312347412,2.3912851810455322,2.8907010555267334,2.350466251373291,1.9122036695480347,1.0732802152633667,reviewer,True,False,True
HumanEval/116,True,True,True,True,True,True,True,True,True,True,True,False,5.806621074676514,5.0212273597717285,4.718163013458252,5.612096309661865,5.385585308074951,5.827171325683594,4.927210807800293,4.299449920654297,5.74838924407959,5.134492874145508,4.559403419494629,3.990413188934326,reviewer,True,True,True
HumanEval/117,True,True,True,True,True,True,True,True,True,True,True,False,0.7785325050354004,0.5932636260986328,0.5651760101318359,0.780064582824707,0.7560979127883911,0.8415136337280273,0.7536928653717041,0.6208775043487549,0.6872807741165161,0.5929991602897644,0.85120689868927,0.4663184881210327,defensive,True,True,True
HumanEval/118,False,False,False,False,False,False,False,False,False,False,False,False,2.466071844100952,2.302952527999878,2.1412782669067383,2.686847448348999,2.765211343765259,2.7738752365112305,2.6433329582214355,2.0110082626342773,2.670192003250122,2.0397419929504395,2.067704439163208,1.459825038909912,reviewer,False,False,False
HumanEval/119,False,False,False,False,False,False,False,False,False,False,False,False,3.6440160274505615,3.082728862762451,3.2327728271484375,3.8182101249694824,3.488800287246704,4.040987014770508,3.7940855026245117,2.497731924057007,3.9890854358673096,3.243732213973999,2.7997312545776367,2.1919407844543457,reviewer,False,False,False
HumanEval/120,False,False,False,False,False,False,False,False,False,False,False,False,3.6902318000793457,3.24074125289917,2.884366273880005,3.7355713844299316,3.753187894821167,3.7700138092041016,3.580263137817383,2.695279359817505,3.840675115585327,3.3339977264404297,2.7803900241851807,1.9018735885620117,efficient,False,False,False
HumanEval/121,True,True,False,True,True,True,True,True,True,True,False,False,3.4983632564544678,2.720303773880005,2.331672430038452,3.1926722526550293,3.233158826828003,3.3748505115509033,2.5130724906921387,2.124697208404541,3.3908305168151855,2.8016281127929688,2.116114377975464,2.3719682693481445,direct,True,True,True
HumanEval/122,True,True,False,False,True,False,False,True,False,True,False,False,3.2650060653686523,2.6901118755340576,2.760613203048706,3.211796998977661,3.0767178535461426,3.4197134971618652,3.344956398010254,2.4450180530548096,3.290112257003784,2.7077529430389404,2.9531877040863037,1.3886675834655762,reviewer,False,False,True
