id,direct_score,direct_pass,cot_score,cot_pass,plan_score,plan_pass,decompose_score,decompose_pass,expert_score,expert_pass,reviewer_score,reviewer_pass,simple_score,simple_pass,careful_score,careful_pass,efficient_score,efficient_pass,tdd_score,tdd_pass,defensive_score,defensive_pass,typed_score,typed_pass,probe_selected_style,probe_selected_pass,random_selected_pass,oracle_pass
HumanEval/82,1.0104243755340576,True,0.8674367070198059,True,0.743118405342102,True,0.8655245900154114,True,0.9595301151275635,True,0.8869869112968445,True,0.8703453540802002,True,0.8974601030349731,True,0.8711474537849426,True,0.9560097455978394,True,0.8509336709976196,True,0.8467161655426025,True,direct,True,True,True
HumanEval/83,0.6041922569274902,True,0.5287684798240662,False,0.4097369313240051,False,0.5436714291572571,True,0.6292041540145874,True,0.5655176043510437,True,0.522709846496582,True,0.5416595339775085,False,0.5202271938323975,True,0.6260420083999634,True,0.4817211627960205,True,0.5226535201072693,True,expert,True,True,True
HumanEval/84,0.24871627986431122,True,0.19353130459785461,True,0.12672778964042664,True,0.2160925269126892,True,0.2467297613620758,True,0.20680148899555206,True,0.1986098289489746,False,0.2075047492980957,True,0.18585339188575745,True,0.2525641620159149,True,0.17519304156303406,True,0.17734064161777496,False,tdd,True,True,True
HumanEval/85,1.1590708494186401,True,1.0214834213256836,True,0.8918944597244263,True,1.014471411705017,True,1.103269100189209,True,1.0300674438476562,True,1.0307618379592896,True,1.047079086303711,True,1.0253654718399048,True,1.0930191278457642,True,0.9906095266342163,True,0.9958950281143188,True,direct,True,True,True
HumanEval/86,0.227881520986557,True,0.1572829633951187,True,0.10030892491340637,True,0.18890930712223053,True,0.21973943710327148,True,0.17397470772266388,True,0.149677112698555,True,0.16634729504585266,True,0.15392157435417175,True,0.23038426041603088,True,0.13821950554847717,True,0.156028613448143,True,tdd,True,True,True
HumanEval/87,0.337206095457077,True,0.28471747040748596,True,0.23585864901542664,True,0.3060159683227539,True,0.3235611021518707,True,0.2676151394844055,True,0.28069227933883667,True,0.28830358386039734,True,0.27917155623435974,True,0.32078081369400024,True,0.24851125478744507,True,0.2807358503341675,True,direct,True,True,True
HumanEval/88,0.538155198097229,False,0.4508877098560333,False,0.3856794238090515,False,0.48161354660987854,False,0.5118051171302795,False,0.45293718576431274,False,0.4518578052520752,False,0.47692909836769104,False,0.447698712348938,False,0.49588847160339355,False,0.423333078622818,False,0.4411783814430237,True,direct,False,False,True
HumanEval/89,0.23131543397903442,False,0.1676015704870224,False,0.07458838075399399,False,0.17321112751960754,False,0.22450685501098633,False,0.1743989884853363,False,0.1671696901321411,False,0.17784304916858673,False,0.15183405578136444,False,0.2287939190864563,False,0.13956384360790253,False,0.16610580682754517,False,direct,False,False,False
HumanEval/90,0.8890627026557922,False,0.7609379291534424,False,0.6746652722358704,False,0.779254674911499,False,0.8278800845146179,False,0.7587509751319885,False,0.7741584181785583,False,0.7938185930252075,False,0.7814609408378601,False,0.8332936763763428,False,0.7336572408676147,False,0.7504916191101074,False,direct,False,False,False
HumanEval/91,0.6081439256668091,False,0.4995315670967102,False,0.41903403401374817,False,0.5195167064666748,False,0.570265531539917,False,0.5053456425666809,False,0.4940185546875,False,0.5045965909957886,False,0.48871415853500366,False,0.5631632208824158,False,0.468003511428833,False,0.48364362120628357,False,direct,False,False,False
