id,direct_score,direct_pass,cot_score,cot_pass,plan_score,plan_pass,decompose_score,decompose_pass,expert_score,expert_pass,reviewer_score,reviewer_pass,simple_score,simple_pass,careful_score,careful_pass,efficient_score,efficient_pass,tdd_score,tdd_pass,defensive_score,defensive_pass,typed_score,typed_pass,probe_selected_style,probe_selected_pass,random_selected_pass,oracle_pass
HumanEval/82,0.6341844797134399,True,0.12455517053604126,True,0.1712351143360138,True,0.2806435227394104,True,0.417864054441452,True,0.34723782539367676,True,0.2785685658454895,True,0.3690100312232971,True,0.3542473316192627,False,0.3260268270969391,True,0.3134958744049072,True,0.30331143736839294,True,direct,True,True,True
HumanEval/83,1.1872024536132812,False,0.6840728521347046,False,0.7386617064476013,False,0.8274562358856201,False,0.9822202324867249,False,0.9231072068214417,False,0.8513878583908081,False,0.9242185354232788,False,0.9119168519973755,False,0.9314411878585815,False,0.8895845413208008,False,0.8848479986190796,False,direct,False,False,False
HumanEval/84,0.7244606018066406,False,0.3385378122329712,False,0.3929089903831482,False,0.46633532643318176,False,0.5333945751190186,True,0.5132540464401245,True,0.4437323212623596,False,0.4868246912956238,True,0.4616968631744385,False,0.5351369380950928,False,0.45867693424224854,False,0.5037500858306885,True,direct,False,False,True
HumanEval/85,0.7587177157402039,True,0.42547607421875,False,0.4578244090080261,True,0.5573044419288635,True,0.6660414934158325,True,0.6368330121040344,True,0.5577826499938965,True,0.6114851236343384,True,0.5974168181419373,True,0.6438637971878052,True,0.562317967414856,True,0.5826288461685181,True,direct,True,True,True
HumanEval/86,0.30400219559669495,False,-0.15869539976119995,True,-0.14868073165416718,False,-0.01394990086555481,True,0.0800749808549881,False,0.033233992755413055,False,-0.04178589582443237,True,0.017891675233840942,False,0.002796947956085205,True,0.034533582627773285,False,-0.021381832659244537,False,-0.007403023540973663,False,direct,False,False,True
HumanEval/87,0.06227126717567444,True,-0.3416327238082886,False,-0.293710857629776,True,-0.208198681473732,False,-0.12125717103481293,True,-0.1676912009716034,True,-0.22390304505825043,True,-0.16825497150421143,True,-0.17756184935569763,False,-0.14382290840148926,True,-0.19283103942871094,True,-0.1828765720129013,False,direct,True,True,True
HumanEval/88,0.26431119441986084,True,-0.14981798827648163,False,-0.1247955933213234,False,-0.056344859302043915,True,0.046188320964574814,True,0.009455189108848572,True,-0.032999105751514435,True,0.004147395491600037,True,-0.014385566115379333,True,0.002430155873298645,True,-0.06602651625871658,True,-0.08797703683376312,True,direct,True,True,True
HumanEval/89,0.39855948090553284,False,-0.03790806233882904,False,0.0581769198179245,False,0.10888883471488953,True,0.20124414563179016,True,0.16303226351737976,False,0.08921529352664948,True,0.1612120419740677,True,0.15127989649772644,True,0.18976446986198425,False,0.11434473097324371,True,0.1469358652830124,True,direct,False,True,True
HumanEval/90,0.5520869493484497,False,0.07047313451766968,False,0.08461679518222809,False,0.20597463846206665,False,0.3299127221107483,False,0.2736108899116516,False,0.2079116255044937,False,0.2584366202354431,False,0.24503469467163086,False,0.2604157328605652,False,0.22752171754837036,False,0.20920701324939728,False,direct,False,False,False
HumanEval/91,0.4355196952819824,False,0.0018975138664245605,False,0.06333565711975098,False,0.12709781527519226,False,0.20566847920417786,False,0.1903245747089386,False,0.10508416593074799,False,0.17549967765808105,False,0.16266191005706787,False,0.20262014865875244,False,0.1348210573196411,False,0.16348639130592346,False,direct,False,False,False
HumanEval/92,0.7810593843460083,True,0.3172036111354828,True,0.3604830503463745,True,0.44973224401474,True,0.5532576441764832,True,0.4903433918952942,True,0.4555429518222809,True,0.5039331316947937,True,0.5132067799568176,True,0.5009795427322388,True,0.4707934558391571,True,0.46531006693840027,True,direct,True,True,True
HumanEval/93,0.43639248609542847,False,0.0026902109384536743,False,0.07332046329975128,False,0.13887670636177063,False,0.2151505947113037,True,0.19207310676574707,False,0.11466830968856812,False,0.1832890510559082,True,0.1674644649028778,True,0.21213847398757935,False,0.13966841995716095,True,0.17021021246910095,True,direct,False,True,True
