id,direct_pass,cot_pass,plan_pass,decompose_pass,expert_pass,reviewer_pass,simple_pass,careful_pass,efficient_pass,tdd_pass,defensive_pass,typed_pass,direct_score,cot_score,plan_score,decompose_score,expert_score,reviewer_score,simple_score,careful_score,efficient_score,tdd_score,defensive_score,typed_score,probe_selected_style,probe_selected_pass,random_selected_pass,oracle_pass
261,False,False,False,False,False,True,True,False,True,False,False,True,-1.5957638025283813,-1.7018800973892212,-1.8403171300888062,-1.2230101823806763,-1.6913135051727295,-1.227190375328064,-1.3787020444869995,-1.4894388914108276,-1.4248377084732056,-1.4125447273254395,-1.5618228912353516,-1.2099517583847046,typed,True,True,True
262,True,True,True,True,True,True,True,True,True,True,True,False,-2.8696696758270264,-2.985450029373169,-2.5954971313476562,-2.3922641277313232,-2.881659984588623,-2.4631946086883545,-2.5448524951934814,-2.3823108673095703,-2.4965906143188477,-2.442014217376709,-2.877525568008423,-2.65360689163208,careful,True,False,True
263,True,True,True,True,True,True,True,True,True,True,True,True,5.622252941131592,5.065877914428711,5.405510902404785,3.4188289642333984,5.5383429527282715,5.994330883026123,5.915334224700928,4.754545211791992,5.229208469390869,5.905999183654785,5.77146577835083,4.914885520935059,reviewer,True,True,True
264,True,False,False,False,False,False,True,False,False,False,False,True,1.8943952322006226,1.7753615379333496,1.5998820066452026,1.3675782680511475,1.9280856847763062,1.9172873497009277,1.881008267402649,1.5824681520462036,1.6885173320770264,2.094237804412842,1.9723925590515137,1.9520608186721802,tdd,False,True,True
265,False,False,False,False,False,True,True,False,False,True,False,True,-2.7590057849884033,-3.1015830039978027,-2.4947028160095215,-2.6182291507720947,-2.73677921295166,-2.433091878890991,-2.337013006210327,-2.2750661373138428,-2.4212493896484375,-2.338836669921875,-2.7515227794647217,-2.6557750701904297,careful,False,True,True
266,True,True,True,True,True,True,True,True,True,True,True,True,0.9809064269065857,0.6300115585327148,0.7698789834976196,0.5039366483688354,1.0655523538589478,0.9264932870864868,0.9126706719398499,0.7679075002670288,0.8748559951782227,1.1480517387390137,0.9432107210159302,0.994040846824646,tdd,True,True,True
267,True,True,True,True,True,True,True,True,True,True,True,True,1.0797009468078613,0.799399733543396,0.8450855612754822,0.6527281403541565,1.2937322854995728,1.015020728111267,1.0631544589996338,0.7626547813415527,0.8453429937362671,1.2971725463867188,1.1274664402008057,0.9809967279434204,tdd,True,True,True
268,False,False,False,False,False,False,False,False,False,False,False,False,1.087783932685852,0.6574184894561768,0.8273002505302429,0.4565953314304352,1.1687777042388916,1.0921710729599,1.126804232597351,0.8287736773490906,0.9111977815628052,1.291248083114624,1.0766905546188354,1.0820354223251343,tdd,False,False,False
269,True,True,True,True,True,True,True,True,True,True,True,True,1.702507495880127,1.6941075325012207,1.6113992929458618,1.1923754215240479,1.6984339952468872,1.7978694438934326,1.7300268411636353,1.5063695907592773,1.634650707244873,1.8365137577056885,1.8061283826828003,1.7142916917800903,tdd,True,True,True
270,False,False,False,True,False,False,False,False,False,False,False,False,-1.0906065702438354,-1.2813693284988403,-1.1313544511795044,-1.1629464626312256,-1.0400456190109253,-0.9656404852867126,-0.9832969307899475,-1.0960651636123657,-1.1342695951461792,-1.0546841621398926,-1.0543134212493896,-1.028192162513733,reviewer,False,False,True
